"filename", "language", "JavaScript", "JSON", "TypeScript", "Markdown", "HTML", "JavaScript JSX", "TypeScript JSX", "PostCSS", "JSON with Comments", "SVG", "Pug", "Prisma", "comment", "blank", "total"
"d:\Vibrantick\November 2025\LendingCart\admin-dashboard\LICENSE.md", "Markdown", 0, 0, 0, 17, 0, 0, 0, 0, 0, 0, 0, 0, 0, 5, 22
"d:\Vibrantick\November 2025\LendingCart\admin-dashboard\README.md", "Markdown", 0, 0, 0, 127, 0, 0, 0, 0, 0, 0, 0, 0, 0, 66, 193
"d:\Vibrantick\November 2025\LendingCart\admin-dashboard\eslint.config.js", "JavaScript", 27, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2, 29
"d:\Vibrantick\November 2025\LendingCart\admin-dashboard\index.html", "HTML", 0, 0, 0, 0, 11, 0, 0, 0, 0, 0, 0, 0, 1, 1, 13
"d:\Vibrantick\November 2025\LendingCart\admin-dashboard\package-lock.json", "JSON", 0, 5810, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 5811
"d:\Vibrantick\November 2025\LendingCart\admin-dashboard\package.json", "JSON", 0, 75, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 76
"d:\Vibrantick\November 2025\LendingCart\admin-dashboard\postcss.config.js", "JavaScript", 5, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 6
"d:\Vibrantick\November 2025\LendingCart\admin-dashboard\public\images\brand\brand-01.svg", "SVG", 0, 0, 0, 0, 0, 0, 0, 0, 0, 6, 0, 0, 0, 1, 7
"d:\Vibrantick\November 2025\LendingCart\admin-dashboard\public\images\brand\brand-02.svg", "SVG", 0, 0, 0, 0, 0, 0, 0, 0, 0, 10, 0, 0, 0, 1, 11
"d:\Vibrantick\November 2025\LendingCart\admin-dashboard\public\images\brand\brand-03.svg", "SVG", 0, 0, 0, 0, 0, 0, 0, 0, 0, 5, 0, 0, 0, 1, 6
"d:\Vibrantick\November 2025\LendingCart\admin-dashboard\public\images\brand\brand-04.svg", "SVG", 0, 0, 0, 0, 0, 0, 0, 0, 0, 26, 0, 0, 0, 1, 27
"d:\Vibrantick\November 2025\LendingCart\admin-dashboard\public\images\brand\brand-05.svg", "SVG", 0, 0, 0, 0, 0, 0, 0, 0, 0, 6, 0, 0, 0, 1, 7
"d:\Vibrantick\November 2025\LendingCart\admin-dashboard\public\images\brand\brand-06.svg", "SVG", 0, 0, 0, 0, 0, 0, 0, 0, 0, 4, 0, 0, 0, 1, 5
"d:\Vibrantick\November 2025\LendingCart\admin-dashboard\public\images\brand\brand-07.svg", "SVG", 0, 0, 0, 0, 0, 0, 0, 0, 0, 4, 0, 0, 0, 1, 5
"d:\Vibrantick\November 2025\LendingCart\admin-dashboard\public\images\brand\brand-08.svg", "SVG", 0, 0, 0, 0, 0, 0, 0, 0, 0, 7, 0, 0, 0, 1, 8
"d:\Vibrantick\November 2025\LendingCart\admin-dashboard\public\images\brand\brand-09.svg", "SVG", 0, 0, 0, 0, 0, 0, 0, 0, 0, 5, 0, 0, 0, 1, 6
"d:\Vibrantick\November 2025\LendingCart\admin-dashboard\public\images\brand\brand-10.svg", "SVG", 0, 0, 0, 0, 0, 0, 0, 0, 0, 6, 0, 0, 0, 1, 7
"d:\Vibrantick\November 2025\LendingCart\admin-dashboard\public\images\brand\brand-11.svg", "SVG", 0, 0, 0, 0, 0, 0, 0, 0, 0, 4, 0, 0, 0, 1, 5
"d:\Vibrantick\November 2025\LendingCart\admin-dashboard\public\images\brand\brand-12.svg", "SVG", 0, 0, 0, 0, 0, 0, 0, 0, 0, 4, 0, 0, 0, 1, 5
"d:\Vibrantick\November 2025\LendingCart\admin-dashboard\public\images\brand\brand-13.svg", "SVG", 0, 0, 0, 0, 0, 0, 0, 0, 0, 5, 0, 0, 0, 1, 6
"d:\Vibrantick\November 2025\LendingCart\admin-dashboard\public\images\brand\brand-14.svg", "SVG", 0, 0, 0, 0, 0, 0, 0, 0, 0, 6, 0, 0, 0, 1, 7
"d:\Vibrantick\November 2025\LendingCart\admin-dashboard\public\images\brand\brand-15.svg", "SVG", 0, 0, 0, 0, 0, 0, 0, 0, 0, 4, 0, 0, 0, 1, 5
"d:\Vibrantick\November 2025\LendingCart\admin-dashboard\public\images\country\country-01.svg", "SVG", 0, 0, 0, 0, 0, 0, 0, 0, 0, 15, 0, 0, 0, 1, 16
"d:\Vibrantick\November 2025\LendingCart\admin-dashboard\public\images\country\country-02.svg", "SVG", 0, 0, 0, 0, 0, 0, 0, 0, 0, 12, 0, 0, 0, 1, 13
"d:\Vibrantick\November 2025\LendingCart\admin-dashboard\public\images\country\country-03.svg", "SVG", 0, 0, 0, 0, 0, 0, 0, 0, 0, 17, 0, 0, 0, 1, 18
"d:\Vibrantick\November 2025\LendingCart\admin-dashboard\public\images\country\country-04.svg", "SVG", 0, 0, 0, 0, 0, 0, 0, 0, 0, 23, 0, 0, 0, 1, 24
"d:\Vibrantick\November 2025\LendingCart\admin-dashboard\public\images\country\country-05.svg", "SVG", 0, 0, 0, 0, 0, 0, 0, 0, 0, 12, 0, 0, 0, 1, 13
"d:\Vibrantick\November 2025\LendingCart\admin-dashboard\public\images\country\country-06.svg", "SVG", 0, 0, 0, 0, 0, 0, 0, 0, 0, 11, 0, 0, 0, 1, 12
"d:\Vibrantick\November 2025\LendingCart\admin-dashboard\public\images\country\country-07.svg", "SVG", 0, 0, 0, 0, 0, 0, 0, 0, 0, 12, 0, 0, 0, 1, 13
"d:\Vibrantick\November 2025\LendingCart\admin-dashboard\public\images\country\country-08.svg", "SVG", 0, 0, 0, 0, 0, 0, 0, 0, 0, 11, 0, 0, 0, 1, 12
"d:\Vibrantick\November 2025\LendingCart\admin-dashboard\public\images\error\404-dark.svg", "SVG", 0, 0, 0, 0, 0, 0, 0, 0, 0, 20, 0, 0, 0, 1, 21
"d:\Vibrantick\November 2025\LendingCart\admin-dashboard\public\images\error\404.svg", "SVG", 0, 0, 0, 0, 0, 0, 0, 0, 0, 20, 0, 0, 0, 1, 21
"d:\Vibrantick\November 2025\LendingCart\admin-dashboard\public\images\error\500-dark.svg", "SVG", 0, 0, 0, 0, 0, 0, 0, 0, 0, 24, 0, 0, 0, 1, 25
"d:\Vibrantick\November 2025\LendingCart\admin-dashboard\public\images\error\500.svg", "SVG", 0, 0, 0, 0, 0, 0, 0, 0, 0, 24, 0, 0, 0, 1, 25
"d:\Vibrantick\November 2025\LendingCart\admin-dashboard\public\images\error\503-dark.svg", "SVG", 0, 0, 0, 0, 0, 0, 0, 0, 0, 26, 0, 0, 0, 1, 27
"d:\Vibrantick\November 2025\LendingCart\admin-dashboard\public\images\error\503.svg", "SVG", 0, 0, 0, 0, 0, 0, 0, 0, 0, 26, 0, 0, 0, 1, 27
"d:\Vibrantick\November 2025\LendingCart\admin-dashboard\public\images\error\maintenance-dark.svg", "SVG", 0, 0, 0, 0, 0, 0, 0, 0, 0, 5, 0, 0, 0, 1, 6
"d:\Vibrantick\November 2025\LendingCart\admin-dashboard\public\images\error\maintenance.svg", "SVG", 0, 0, 0, 0, 0, 0, 0, 0, 0, 5, 0, 0, 0, 1, 6
"d:\Vibrantick\November 2025\LendingCart\admin-dashboard\public\images\error\success-dark.svg", "SVG", 0, 0, 0, 0, 0, 0, 0, 0, 0, 3, 0, 0, 0, 1, 4
"d:\Vibrantick\November 2025\LendingCart\admin-dashboard\public\images\error\success.svg", "SVG", 0, 0, 0, 0, 0, 0, 0, 0, 0, 3, 0, 0, 0, 1, 4
"d:\Vibrantick\November 2025\LendingCart\admin-dashboard\public\images\icons\file-image-dark.svg", "SVG", 0, 0, 0, 0, 0, 0, 0, 0, 0, 3, 0, 0, 0, 1, 4
"d:\Vibrantick\November 2025\LendingCart\admin-dashboard\public\images\icons\file-image.svg", "SVG", 0, 0, 0, 0, 0, 0, 0, 0, 0, 3, 0, 0, 0, 1, 4
"d:\Vibrantick\November 2025\LendingCart\admin-dashboard\public\images\icons\file-pdf-dark.svg", "SVG", 0, 0, 0, 0, 0, 0, 0, 0, 0, 3, 0, 0, 0, 1, 4
"d:\Vibrantick\November 2025\LendingCart\admin-dashboard\public\images\icons\file-pdf.svg", "SVG", 0, 0, 0, 0, 0, 0, 0, 0, 0, 3, 0, 0, 0, 1, 4
"d:\Vibrantick\November 2025\LendingCart\admin-dashboard\public\images\icons\file-video-dark.svg", "SVG", 0, 0, 0, 0, 0, 0, 0, 0, 0, 6, 0, 0, 0, 1, 7
"d:\Vibrantick\November 2025\LendingCart\admin-dashboard\public\images\icons\file-video.svg", "SVG", 0, 0, 0, 0, 0, 0, 0, 0, 0, 6, 0, 0, 0, 1, 7
"d:\Vibrantick\November 2025\LendingCart\admin-dashboard\public\images\logo\auth-logo.svg", "SVG", 0, 0, 0, 0, 0, 0, 0, 0, 0, 53, 0, 0, 0, 1, 54
"d:\Vibrantick\November 2025\LendingCart\admin-dashboard\public\images\logo\logo-dark.svg", "SVG", 0, 0, 0, 0, 0, 0, 0, 0, 0, 53, 0, 0, 0, 1, 54
"d:\Vibrantick\November 2025\LendingCart\admin-dashboard\public\images\logo\logo-icon.svg", "SVG", 0, 0, 0, 0, 0, 0, 0, 0, 0, 44, 0, 0, 0, 1, 45
"d:\Vibrantick\November 2025\LendingCart\admin-dashboard\public\images\logo\logo.svg", "SVG", 0, 0, 0, 0, 0, 0, 0, 0, 0, 53, 0, 0, 0, 1, 54
"d:\Vibrantick\November 2025\LendingCart\admin-dashboard\public\images\shape\grid-01.svg", "SVG", 0, 0, 0, 0, 0, 0, 0, 0, 0, 71, 0, 0, 0, 1, 72
"d:\Vibrantick\November 2025\LendingCart\admin-dashboard\public\images\task\google-drive.svg", "SVG", 0, 0, 0, 0, 0, 0, 0, 0, 0, 21, 0, 0, 0, 1, 22
"d:\Vibrantick\November 2025\LendingCart\admin-dashboard\public\images\task\pdf.svg", "SVG", 0, 0, 0, 0, 0, 0, 0, 0, 0, 10, 0, 0, 0, 1, 11
"d:\Vibrantick\November 2025\LendingCart\admin-dashboard\public\images\video-thumb\youtube-icon-84.svg", "SVG", 0, 0, 0, 0, 0, 0, 0, 0, 0, 4, 0, 0, 0, 1, 5
"d:\Vibrantick\November 2025\LendingCart\admin-dashboard\src\App.tsx", "TypeScript JSX", 0, 0, 0, 0, 0, 0, 103, 0, 0, 0, 0, 0, 8, 12, 123
"d:\Vibrantick\November 2025\LendingCart\admin-dashboard\src\Utils\ToastProvider\ToastProvider.tsx", "TypeScript JSX", 0, 0, 0, 0, 0, 0, 17, 0, 0, 0, 0, 0, 0, 3, 20
"d:\Vibrantick\November 2025\LendingCart\admin-dashboard\src\components\UserProfile\UserAddressCard.tsx", "TypeScript JSX", 0, 0, 0, 0, 0, 0, 122, 0, 0, 0, 0, 0, 1, 10, 133
"d:\Vibrantick\November 2025\LendingCart\admin-dashboard\src\components\UserProfile\UserInfoCard.tsx", "TypeScript JSX", 0, 0, 0, 0, 0, 0, 166, 0, 0, 0, 0, 0, 1, 18, 185
"d:\Vibrantick\November 2025\LendingCart\admin-dashboard\src\components\UserProfile\UserMetaCard.tsx", "TypeScript JSX", 0, 0, 0, 0, 0, 0, 222, 0, 0, 0, 0, 0, 1, 14, 237
"d:\Vibrantick\November 2025\LendingCart\admin-dashboard\src\components\auth\RequireAuth.tsx", "TypeScript JSX", 0, 0, 0, 0, 0, 0, 13, 0, 0, 0, 0, 0, 6, 5, 24
"d:\Vibrantick\November 2025\LendingCart\admin-dashboard\src\components\auth\SignInForm.tsx", "TypeScript JSX", 0, 0, 0, 0, 0, 0, 148, 0, 0, 0, 0, 0, 10, 24, 182
"d:\Vibrantick\November 2025\LendingCart\admin-dashboard\src\components\auth\SignUpForm.tsx", "TypeScript JSX", 0, 0, 0, 0, 0, 0, 182, 0, 0, 0, 0, 0, 6, 3, 191
"d:\Vibrantick\November 2025\LendingCart\admin-dashboard\src\components\charts\bar\BarChartOne.tsx", "TypeScript JSX", 0, 0, 0, 0, 0, 0, 95, 0, 0, 0, 0, 0, 0, 3, 98
"d:\Vibrantick\November 2025\LendingCart\admin-dashboard\src\components\charts\line\LineChartOne.tsx", "TypeScript JSX", 0, 0, 0, 0, 0, 0, 117, 0, 0, 0, 0, 0, 0, 4, 121
"d:\Vibrantick\November 2025\LendingCart\admin-dashboard\src\components\common\ChartTab.tsx", "TypeScript JSX", 0, 0, 0, 0, 0, 0, 39, 0, 0, 0, 0, 0, 0, 7, 46
"d:\Vibrantick\November 2025\LendingCart\admin-dashboard\src\components\common\ComponentCard.tsx", "TypeScript JSX", 0, 0, 0, 0, 0, 0, 33, 0, 0, 0, 0, 0, 2, 4, 39
"d:\Vibrantick\November 2025\LendingCart\admin-dashboard\src\components\common\GridShape.tsx", "TypeScript JSX", 0, 0, 0, 0, 0, 0, 12, 0, 0, 0, 0, 0, 0, 1, 13
"d:\Vibrantick\November 2025\LendingCart\admin-dashboard\src\components\common\PageBreadCrumb.tsx", "TypeScript JSX", 0, 0, 0, 0, 0, 0, 48, 0, 0, 0, 0, 0, 0, 4, 52
"d:\Vibrantick\November 2025\LendingCart\admin-dashboard\src\components\common\PageMeta.tsx", "TypeScript JSX", 0, 0, 0, 0, 0, 0, 17, 0, 0, 0, 0, 0, 0, 4, 21
"d:\Vibrantick\November 2025\LendingCart\admin-dashboard\src\components\common\ScrollToTop.tsx", "TypeScript JSX", 0, 0, 0, 0, 0, 0, 13, 0, 0, 0, 0, 0, 0, 4, 17
"d:\Vibrantick\November 2025\LendingCart\admin-dashboard\src\components\common\ThemeToggleButton.tsx", "TypeScript JSX", 0, 0, 0, 0, 0, 0, 39, 0, 0, 0, 0, 0, 0, 3, 42
"d:\Vibrantick\November 2025\LendingCart\admin-dashboard\src\components\common\ThemeTogglerTwo.tsx", "TypeScript JSX", 0, 0, 0, 0, 0, 0, 39, 0, 0, 0, 0, 0, 0, 2, 41
"d:\Vibrantick\November 2025\LendingCart\admin-dashboard\src\components\ecommerce\CountryMap.tsx", "TypeScript JSX", 0, 0, 0, 0, 0, 0, 89, 0, 0, 0, 0, 0, 2, 4, 95
"d:\Vibrantick\November 2025\LendingCart\admin-dashboard\src\components\ecommerce\DemographicCard.tsx", "TypeScript JSX", 0, 0, 0, 0, 0, 0, 107, 0, 0, 0, 0, 0, 0, 8, 115
"d:\Vibrantick\November 2025\LendingCart\admin-dashboard\src\components\ecommerce\EcommerceMetrics.tsx", "TypeScript JSX", 0, 0, 0, 0, 0, 0, 98, 0, 0, 0, 0, 0, 4, 17, 119
"d:\Vibrantick\November 2025\LendingCart\admin-dashboard\src\components\ecommerce\MonthlySalesChart.tsx", "TypeScript JSX", 0, 0, 0, 0, 0, 0, 136, 0, 0, 0, 0, 0, 0, 6, 142
"d:\Vibrantick\November 2025\LendingCart\admin-dashboard\src\components\ecommerce\MonthlyTarget.tsx", "TypeScript JSX", 0, 0, 0, 0, 0, 0, 189, 0, 0, 0, 0, 0, 0, 10, 199
"d:\Vibrantick\November 2025\LendingCart\admin-dashboard\src\components\ecommerce\RecentOrders.tsx", "TypeScript JSX", 0, 0, 0, 0, 0, 0, 197, 0, 0, 0, 0, 0, 5, 7, 209
"d:\Vibrantick\November 2025\LendingCart\admin-dashboard\src\components\ecommerce\StatisticsChart.tsx", "TypeScript JSX", 0, 0, 0, 0, 0, 0, 133, 0, 0, 0, 0, 0, 0, 5, 138
"d:\Vibrantick\November 2025\LendingCart\admin-dashboard\src\components\form\Form.tsx", "TypeScript JSX", 0, 0, 0, 0, 0, 0, 20, 0, 0, 0, 0, 0, 0, 4, 24
"d:\Vibrantick\November 2025\LendingCart\admin-dashboard\src\components\form\Label.tsx", "TypeScript JSX", 0, 0, 0, 0, 0, 0, 24, 0, 0, 0, 0, 0, 0, 4, 28
"d:\Vibrantick\November 2025\LendingCart\admin-dashboard\src\components\form\MultiSelect.tsx", "TypeScript JSX", 0, 0, 0, 0, 0, 0, 233, 0, 0, 0, 0, 0, 0, 17, 250
"d:\Vibrantick\November 2025\LendingCart\admin-dashboard\src\components\form\Select.tsx", "TypeScript JSX", 0, 0, 0, 0, 0, 0, 55, 0, 0, 0, 0, 0, 3, 7, 65
"d:\Vibrantick\November 2025\LendingCart\admin-dashboard\src\components\form\date-picker.tsx", "TypeScript JSX", 0, 0, 0, 0, 0, 0, 54, 0, 0, 0, 0, 0, 0, 7, 61
"d:\Vibrantick\November 2025\LendingCart\admin-dashboard\src\components\form\form-elements\CheckboxComponents.tsx", "TypeScript JSX", 0, 0, 0, 0, 0, 0, 35, 0, 0, 0, 0, 0, 0, 2, 37
"d:\Vibrantick\November 2025\LendingCart\admin-dashboard\src\components\form\form-elements\DefaultInputs.tsx", "TypeScript JSX", 0, 0, 0, 0, 0, 0, 110, 0, 0, 0, 0, 0, 1, 5, 116
"d:\Vibrantick\November 2025\LendingCart\admin-dashboard\src\components\form\form-elements\DropZone.tsx", "TypeScript JSX", 0, 0, 0, 0, 0, 0, 64, 0, 0, 0, 0, 0, 5, 8, 77
"d:\Vibrantick\November 2025\LendingCart\admin-dashboard\src\components\form\form-elements\FileInputExample.tsx", "TypeScript JSX", 0, 0, 0, 0, 0, 0, 19, 0, 0, 0, 0, 0, 0, 3, 22
"d:\Vibrantick\November 2025\LendingCart\admin-dashboard\src\components\form\form-elements\InputGroup.tsx", "TypeScript JSX", 0, 0, 0, 0, 0, 0, 53, 0, 0, 0, 0, 0, 0, 2, 55
"d:\Vibrantick\November 2025\LendingCart\admin-dashboard\src\components\form\form-elements\InputStates.tsx", "TypeScript JSX", 0, 0, 0, 0, 0, 0, 65, 0, 0, 0, 0, 0, 4, 5, 74
"d:\Vibrantick\November 2025\LendingCart\admin-dashboard\src\components\form\form-elements\RadioButtons.tsx", "TypeScript JSX", 0, 0, 0, 0, 0, 0, 40, 0, 0, 0, 0, 0, 0, 3, 43
"d:\Vibrantick\November 2025\LendingCart\admin-dashboard\src\components\form\form-elements\SelectInputs.tsx", "TypeScript JSX", 0, 0, 0, 0, 0, 0, 49, 0, 0, 0, 0, 0, 0, 3, 52
"d:\Vibrantick\November 2025\LendingCart\admin-dashboard\src\components\form\form-elements\TextAreaInput.tsx", "TypeScript JSX", 0, 0, 0, 0, 0, 0, 36, 0, 0, 0, 0, 0, 3, 4, 43
"d:\Vibrantick\November 2025\LendingCart\admin-dashboard\src\components\form\form-elements\ToggleSwitch.tsx", "TypeScript JSX", 0, 0, 0, 0, 0, 0, 39, 0, 0, 0, 0, 0, 0, 2, 41
"d:\Vibrantick\November 2025\LendingCart\admin-dashboard\src\components\form\group-input\PhoneInput.tsx", "TypeScript JSX", 0, 0, 0, 0, 0, 0, 127, 0, 0, 0, 0, 0, 3, 11, 141
"d:\Vibrantick\November 2025\LendingCart\admin-dashboard\src\components\form\input\Checkbox.tsx", "TypeScript JSX", 0, 0, 0, 0, 0, 0, 79, 0, 0, 0, 0, 0, 0, 4, 83
"d:\Vibrantick\November 2025\LendingCart\admin-dashboard\src\components\form\input\FileInput.tsx", "TypeScript JSX", 0, 0, 0, 0, 0, 0, 15, 0, 0, 0, 0, 0, 0, 4, 19
"d:\Vibrantick\November 2025\LendingCart\admin-dashboard\src\components\form\input\InputField.tsx", "TypeScript JSX", 0, 0, 0, 0, 0, 0, 76, 0, 0, 0, 0, 0, 0, 7, 83
"d:\Vibrantick\November 2025\LendingCart\admin-dashboard\src\components\form\input\Radio.tsx", "TypeScript JSX", 0, 0, 0, 0, 0, 0, 61, 0, 0, 0, 0, 0, 0, 3, 64
"d:\Vibrantick\November 2025\LendingCart\admin-dashboard\src\components\form\input\RadioSm.tsx", "TypeScript JSX", 0, 0, 0, 0, 0, 0, 52, 0, 0, 0, 0, 0, 3, 3, 58
"d:\Vibrantick\November 2025\LendingCart\admin-dashboard\src\components\form\input\TextArea.tsx", "TypeScript JSX", 0, 0, 0, 0, 0, 0, 57, 0, 0, 0, 0, 0, 0, 7, 64
"d:\Vibrantick\November 2025\LendingCart\admin-dashboard\src\components\form\switch\Switch.tsx", "TypeScript JSX", 0, 0, 0, 0, 0, 0, 66, 0, 0, 0, 0, 0, 0, 7, 73
"d:\Vibrantick\November 2025\LendingCart\admin-dashboard\src\components\header\Header.tsx", "TypeScript JSX", 0, 0, 0, 0, 0, 0, 153, 0, 0, 0, 0, 0, 7, 9, 169
"d:\Vibrantick\November 2025\LendingCart\admin-dashboard\src\components\header\NotificationDropdown.tsx", "TypeScript JSX", 0, 0, 0, 0, 0, 0, 351, 0, 0, 0, 0, 0, 2, 28, 381
"d:\Vibrantick\November 2025\LendingCart\admin-dashboard\src\components\header\UserDropdown.tsx", "TypeScript JSX", 0, 0, 0, 0, 0, 0, 198, 0, 0, 0, 0, 0, 6, 11, 215
"d:\Vibrantick\November 2025\LendingCart\admin-dashboard\src\components\tables\BasicTables\BasicTableOne.tsx", "TypeScript JSX", 0, 0, 0, 0, 0, 0, 214, 0, 0, 0, 0, 0, 3, 6, 223
"d:\Vibrantick\November 2025\LendingCart\admin-dashboard\src\components\ui\alert\Alert.tsx", "TypeScript JSX", 0, 0, 0, 0, 0, 0, 134, 0, 0, 0, 0, 0, 2, 9, 145
"d:\Vibrantick\November 2025\LendingCart\admin-dashboard\src\components\ui\avatar\Avatar.tsx", "TypeScript JSX", 0, 0, 0, 0, 0, 0, 47, 0, 0, 0, 0, 0, 2, 7, 56
"d:\Vibrantick\November 2025\LendingCart\admin-dashboard\src\components\ui\badge\Badge.tsx", "TypeScript JSX", 0, 0, 0, 0, 0, 0, 67, 0, 0, 0, 0, 0, 3, 8, 78
"d:\Vibrantick\November 2025\LendingCart\admin-dashboard\src\components\ui\button\Button.tsx", "TypeScript JSX", 0, 0, 0, 0, 0, 0, 48, 0, 0, 0, 0, 0, 2, 6, 56
"d:\Vibrantick\November 2025\LendingCart\admin-dashboard\src\components\ui\dropdown\Dropdown.tsx", "TypeScript JSX", 0, 0, 0, 0, 0, 0, 40, 0, 0, 0, 0, 0, 0, 7, 47
"d:\Vibrantick\November 2025\LendingCart\admin-dashboard\src\components\ui\dropdown\DropdownItem.tsx", "TypeScript JSX", 0, 0, 0, 0, 0, 0, 41, 0, 0, 0, 0, 0, 0, 6, 47
"d:\Vibrantick\November 2025\LendingCart\admin-dashboard\src\components\ui\images\ResponsiveImage.tsx", "TypeScript JSX", 0, 0, 0, 0, 0, 0, 13, 0, 0, 0, 0, 0, 0, 1, 14
"d:\Vibrantick\November 2025\LendingCart\admin-dashboard\src\components\ui\images\ThreeColumnImageGrid.tsx", "TypeScript JSX", 0, 0, 0, 0, 0, 0, 27, 0, 0, 0, 0, 0, 0, 3, 30
"d:\Vibrantick\November 2025\LendingCart\admin-dashboard\src\components\ui\images\TwoColumnImageGrid.tsx", "TypeScript JSX", 0, 0, 0, 0, 0, 0, 20, 0, 0, 0, 0, 0, 0, 2, 22
"d:\Vibrantick\November 2025\LendingCart\admin-dashboard\src\components\ui\modal\index.tsx", "TypeScript JSX", 0, 0, 0, 0, 0, 0, 84, 0, 0, 0, 0, 0, 0, 11, 95
"d:\Vibrantick\November 2025\LendingCart\admin-dashboard\src\components\ui\table\index.tsx", "TypeScript JSX", 0, 0, 0, 0, 0, 0, 43, 0, 0, 0, 0, 0, 10, 12, 65
"d:\Vibrantick\November 2025\LendingCart\admin-dashboard\src\components\ui\videos\AspectRatioVideo.tsx", "TypeScript JSX", 0, 0, 0, 0, 0, 0, 24, 0, 0, 0, 0, 0, 0, 3, 27
"d:\Vibrantick\November 2025\LendingCart\admin-dashboard\src\components\ui\videos\FourIsToThree.tsx", "TypeScript JSX", 0, 0, 0, 0, 0, 0, 14, 0, 0, 0, 0, 0, 0, 1, 15
"d:\Vibrantick\November 2025\LendingCart\admin-dashboard\src\components\ui\videos\OneIsToOne.tsx", "TypeScript JSX", 0, 0, 0, 0, 0, 0, 14, 0, 0, 0, 0, 0, 0, 1, 15
"d:\Vibrantick\November 2025\LendingCart\admin-dashboard\src\components\ui\videos\SixteenIsToNine.tsx", "TypeScript JSX", 0, 0, 0, 0, 0, 0, 14, 0, 0, 0, 0, 0, 0, 1, 15
"d:\Vibrantick\November 2025\LendingCart\admin-dashboard\src\components\ui\videos\TwentyOneIsToNine.tsx", "TypeScript JSX", 0, 0, 0, 0, 0, 0, 14, 0, 0, 0, 0, 0, 0, 1, 15
"d:\Vibrantick\November 2025\LendingCart\admin-dashboard\src\context\SidebarContext.tsx", "TypeScript JSX", 0, 0, 0, 0, 0, 0, 72, 0, 0, 0, 0, 0, 0, 12, 84
"d:\Vibrantick\November 2025\LendingCart\admin-dashboard\src\context\ThemeContext.tsx", "TypeScript JSX", 0, 0, 0, 0, 0, 0, 46, 0, 0, 0, 0, 0, 1, 12, 59
"d:\Vibrantick\November 2025\LendingCart\admin-dashboard\src\hooks\useGoBack.ts", "TypeScript", 0, 0, 13, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 5, 18
"d:\Vibrantick\November 2025\LendingCart\admin-dashboard\src\hooks\useModal.ts", "TypeScript", 0, 0, 8, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 4, 12
"d:\Vibrantick\November 2025\LendingCart\admin-dashboard\src\icons\alert-hexa.svg", "SVG", 0, 0, 0, 0, 0, 0, 0, 0, 0, 3, 0, 0, 0, 1, 4
"d:\Vibrantick\November 2025\LendingCart\admin-dashboard\src\icons\alert.svg", "SVG", 0, 0, 0, 0, 0, 0, 0, 0, 0, 15, 0, 0, 0, 1, 16
"d:\Vibrantick\November 2025\LendingCart\admin-dashboard\src\icons\angle-down.svg", "SVG", 0, 0, 0, 0, 0, 0, 0, 0, 0, 12, 0, 0, 0, 1, 13
"d:\Vibrantick\November 2025\LendingCart\admin-dashboard\src\icons\angle-left.svg", "SVG", 0, 0, 0, 0, 0, 0, 0, 0, 0, 3, 0, 0, 0, 0, 3
"d:\Vibrantick\November 2025\LendingCart\admin-dashboard\src\icons\angle-right.svg", "SVG", 0, 0, 0, 0, 0, 0, 0, 0, 0, 3, 0, 0, 0, 0, 3
"d:\Vibrantick\November 2025\LendingCart\admin-dashboard\src\icons\angle-up.svg", "SVG", 0, 0, 0, 0, 0, 0, 0, 0, 0, 13, 0, 0, 0, 0, 13
"d:\Vibrantick\November 2025\LendingCart\admin-dashboard\src\icons\arrow-down.svg", "SVG", 0, 0, 0, 0, 0, 0, 0, 0, 0, 15, 0, 0, 0, 0, 15
"d:\Vibrantick\November 2025\LendingCart\admin-dashboard\src\icons\arrow-right.svg", "SVG", 0, 0, 0, 0, 0, 0, 0, 0, 0, 15, 0, 0, 0, 0, 15
"d:\Vibrantick\November 2025\LendingCart\admin-dashboard\src\icons\arrow-up.svg", "SVG", 0, 0, 0, 0, 0, 0, 0, 0, 0, 15, 0, 0, 0, 1, 16
"d:\Vibrantick\November 2025\LendingCart\admin-dashboard\src\icons\audio.svg", "SVG", 0, 0, 0, 0, 0, 0, 0, 0, 0, 15, 0, 0, 0, 0, 15
"d:\Vibrantick\November 2025\LendingCart\admin-dashboard\src\icons\bolt.svg", "SVG", 0, 0, 0, 0, 0, 0, 0, 0, 0, 15, 0, 0, 0, 0, 15
"d:\Vibrantick\November 2025\LendingCart\admin-dashboard\src\icons\box-cube.svg", "SVG", 0, 0, 0, 0, 0, 0, 0, 0, 0, 14, 0, 0, 0, 1, 15
"d:\Vibrantick\November 2025\LendingCart\admin-dashboard\src\icons\box-line.svg", "SVG", 0, 0, 0, 0, 0, 0, 0, 0, 0, 14, 0, 0, 0, 1, 15
"d:\Vibrantick\November 2025\LendingCart\admin-dashboard\src\icons\box.svg", "SVG", 0, 0, 0, 0, 0, 0, 0, 0, 0, 14, 0, 0, 0, 1, 15
